,name,price,description,size,abv,list_of_flavors,style_list,avg_rating,num_rating,subtitle,current_date,product_link
514,Suntory Toki,£33.95,"Toki is a blended whisky from Suntory's three distilleries: Yamazaki, Hakushu and Chita. This is a round and sweet blend with a refreshing citrus character and a spicy finish.


'Toki' means 'time' in Japanese. Toki has a different composition to its sister blend, Suntory Hibiki, and its main components are Hakushu single malt and Chita grain whisky.

Tasting Notes (1)",70cl,43%,"['White Pepper', 'Ginger', 'Mint', 'Apple', 'Grapefruit', 'Grape']","['Body', 'Richness', 'Smoke', 'Sweetness']",4,33,"Japanese Blended Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/36362/suntory-toki
515,Suntory Torys Classic,£30.45,"Suntory Torys Classic is a light and easy-drinking Japanese spirit. Due to being below 40% abv, this cannot be called a whisky in the EU, but is still made from a blend of malt and grain.",70cl,37%,"['White Pepper', 'Apple', 'Honey ']","['Body', 'Richness', 'Smoke', 'Sweetness']",3.5,2,"Japanese Blended Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/37325/suntory-torys-classic
516,Suntory Hibiki Harmony,£76.95,"Hibiki Japanese Harmony is a blend of Japanese malt and grain whiskies from Yamazaki, Hakushu and Chita. Presented in the brand's trademark 24-faceted bottle representing the Japanese seasons, this is light, approachable and moreish with enticing notes of orange peel and white chocolate.

Tasting Notes (2)",70cl,43%,"['Black Pepper', 'Cinnamon', 'Orange ', 'Apricot', 'Oak']",None,4,56,"Japanese Blended Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/29388/suntory-hibiki-harmony
517,Suntory Hibiki 17 Year Old,£750,"A fantastic Japanese blend, made with aged malt and grain whiskies from Suntory's three distilleries. Spicy and sophisticated, this is great for catching people out at blind tastings. Recently awarded a Gold 'Editor's Choice' award from Whisky Magazine and picked up the top prize in its category at the World Whisky Awards 2010.

Tasting Notes (5)",70cl,43%,"['Cinnamon', 'Cherry', 'Hazelnut', 'Toffee']",None,4.5,38,Japanese Blended Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/2923/suntory-hibiki-17-year-old
518,Suntory Hibiki 21 Year Old,"£1,250","Another hit for Suntory, this Hibiki 21 merited 93 points from Jim Murray in 2009, while Dr. Whisky called it 'Unbelievably balanced, and dangerously drinkable.'


Please note


There are two different styles of box for this product and we cannot guarantee which version customers will receive.",70cl,43%,"['Cherry', 'Smoke', 'Toffee', 'Oak', 'Plums', 'Blackcurrant']","['Body', 'Richness', 'Smoke', 'Sweetness']",5,4,Japanese Blended Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/10134/suntory-hibiki-21-year-old
519,"The House of Suntory Triology Pack
3x20cl",£44.95,"Explore the spirits of the House of Suntory with this Suntory Trilogy set. The trilogy includes Haku vodka, Roku gin and Toki whisky, showing off why Suntory is popular for more than just its whisky.


Haku Japanese vodka is distilled from Hakumai – 100% pure Japanese white rice – to create ‘Jyunpaku’ – pure and brilliant vodka. Filtered through bamboo charcoal, this spirit has a soft, subtly sweet taste with richer, grain notes.


Roku means 'six' in Japanese and refers to the six local, seasonal botanicals which complement eight traditional gin botanicals (juniper berries, coriander, lemon peel, etc) and give this spirit a distinctly Japanese character.


Toki is a blended whisky from Suntory's three distilleries: Yamazaki, Hakushu and Chita. This is a round and sweet blend with a refreshing citrus character and a spicy finish.",60cl,42%,None,None,None,None,Suntory,08/09/2022,https://www.thewhiskyexchange.com/p/63405/the-house-of-suntory-triology-pack-3x20cl
520,Yamazaki 12 Year Old,£150,"One of the first Japanese single malts to break into the UK market, Suntory's Yamazaki 12 Year Old continues to impress with its well-balanced fruity sweetness, something that appeals to novice and experienced whisky drinkers alike.

Tasting Notes (3) 

Yamazaki 12 year Old is a pioneering malt in Japan, for which Suntory deserve great credit. In its early days, it was rounded and delicate...now it is more intense, confident and elegant. 8/10. Michael Jackson, Whisky Magazine, Oct 2002",70cl,43%,"['Cinnamon', 'Orange ', 'Pineapple', 'Honey ']",None,4.5,94,Japanese Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/2940/yamazaki-12-year-old
521,Yamazaki Distiller's Reserve,£72.95,"A fresh and fruity whisky from Yamazaki, full of red fruit and a touch of sherry cask. It's also got some mizunara (Japanese oak) matured whisky in the mix, which comes through as a complex spicy and almost incense-like note. A well put together and deep dram.

Tasting Notes (1)",70cl,43%,"['Vanilla ', 'Peach', 'Raspberry', 'Strawberry', 'Cherry']",None,4.5,54,Japanese Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/23772/yamazaki-distillers-reserve
522,Yamazaki 18 Year Old,£950,"A wonderful example of what Japanese whisky is capable of. We absolutely love this. Extremely smooth, with great complexity and a lovely balance of fruit, silky malt and a touch of smoke.

Tasting Notes (2)",70cl,43%,"['Vanilla ', 'Raisins ', 'Apricot', 'Strawberry', 'Dark Chocolate', 'Coffee']","['Body', 'Richness', 'Smoke', 'Sweetness']",5,39,Japanese Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/2941/yamazaki-18-year-old
523,"Yamazaki Mizunara 18 Year Old
2017 Edition","£10,000","An incredibly rare and sought-after release from pioneering Japanese distiller Yamazaki. Created by master blender Shinji Fukuyo using Yamazaki’s decades of experience with mizunara – Japanese oak – and whiskies from 18 to 50 years of age, this very limited release showcases the wood’s unique effect on maturing spirit. Layers of exotic spices and incense notes mingle with fruit: a masterclass in Japanese whisky.

Tasting Notes (1) 

“I wanted to reveal the whisky’s soul that is the Art of Mizunara — a heightened sense and awakened palate engaged through aromas and flavors never known before. Encountering it should be a moment of epiphany.”. Shinji Fukuyo, Chief Blender, Suntory",70cl,48%,None,None,None,None,"Japanese Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/40791/yamazaki-mizunara-18-year-old-2017-edition
524,Yoichi Single Malt,£77.75,"Relaunched in 2016, this comes from Nikka's excellent Yoichi distillery. This is a blend of single malts from different years and consequently does not carry an age statement. This is a smoky whisky with a maritime character.

Tasting Notes (1)",70cl,45%,"['Lemon', 'Apple', 'Salt (powder)', 'Smoke', 'Oak', 'Seashell']","['Body', 'Richness', 'Smoke', 'Sweetness']",4.5,9,"Japanese Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/32761/yoichi-single-malt
525,Black Velvet Canadian Whisky,£25.45,"A very approachable blend of fine whiskies, Black Velvet is as smooth as the name would suggest and slips down almost alarmingly easily.",70cl,40%,None,None,None,None,Canadian Blended Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/64170/black-velvet-canadian-whisky
526,Canadian Club,£19.95,"A giant of Canadian whisky, created in 1858 and spending six long years in oak before bottling for the smoothest possible flavour.",70cl,40%,None,None,None,None,Canadian Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/64169/canadian-club
527,Canadian Club 12 Year Old,£37.95,"Aged for 12 years - the extra 6 years maturing in wood produces a darker spirit with more of the traditional characteristics of aged whiskies and a richer, more aromatic flavour.",75cl,40%,None,None,None,None,Canadian Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/63553/canadian-club-12-year-old
528,"Canadian Club 6 Year Old Whisky
Distilled 1958",£275,,100cl,43.4%,None,None,None,None,"Canadian Whisky
Hiram Walker and Sons",08/09/2022,https://www.thewhiskyexchange.com/p/50187/canadian-club-6-year-old-whisky-distilled-1958
529,"Canadian Club Whisky
Distilled 1968 Bot.1970s",£225,"Please note


This is an old bottle and the closure may have deteriorated - care should be taken when it is being opened. The item is sold as described and we do not accept liability for the state of the closure.",75cl,43.4%,None,None,None,None,"Canadian Whisky
Hiram Walker and Sons",08/09/2022,https://www.thewhiskyexchange.com/p/46764/canadian-club-whisky-distilled-1968-bot1970s
531,"Canadian Club 6 Year Old
Distilled 1967 Bot.1970s",£225,"Please note


This is an old bottle and the closure may have deteriorated - care should be taken when it is being opened. The item is sold as described and we do not accept liability for the state of the closure.",75cl,43.4%,None,None,None,None,"Canadian Whisky
Hiram Walker and Sons",08/09/2022,https://www.thewhiskyexchange.com/p/45074/canadian-club-6-year-old-distilled-1967-bot1970s
532,"Canadian Club Blended Whisky
Bot.1960s",£250,"Please note


This is an old bottle and the closure may have deteriorated - care should be taken when it is being opened. The item is sold as described and we do not accept liability for the state of the closure.",114cl,40%,None,None,None,None,"Canadian Whisky
Hiram Walker and Sons",08/09/2022,https://www.thewhiskyexchange.com/p/42717/canadian-club-blended-whisky-bot1960s
533,Crown Royal Canadian Whisky,£28.95,"Created to celebrate a visit from King George VI & Queen Elizabeth in 1939, Crown Royal is full-bodied, yet delicately smooth and creamy, with hints of oak and vanilla.",70cl,40%,None,None,None,None,Canadian Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/63465/crown-royal-canadian-whisky
534,"Crown Royal
Litre",£41.95,"Created to celebrate a visit from King George VI & Queen Elizabeth in 1939, Crown Royal is full-bodied, yet delicately smooth and creamy, with hints of oak and vanilla.


Please note


The boxes have slightly ripped corners.",100cl,40%,None,None,None,None,Canadian Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/66792/crown-royal-litre
535,Crown Royal Northern Harvest Rye,£59.95,"Crown Royal Northern Harvest Rye is made with 90% rye. This is gently spicy with soft pepper, vanilla and butterscotch notes.",75cl,45%,None,None,None,None,Canadian Blended Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/63552/crown-royal-northern-harvest-rye
536,Forty Creek Double Barrel Reserve,£79.95,"Forty Creek Double Barrel Reserve sees the whisky finished in bourbon barrels from Kentucky. This has led to a whisky with a creamy texture; full of notes of vanilla, pecan and toasted spice.",75cl,40%,None,None,None,None,Canadian Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/63548/forty-creek-double-barrel-reserve
537,Forty Creek Copper Pot Reserve,£69.95,Copper Pot Reserve is a richer and more intense version of the award-winning Barrel Select. This full-bodied whisky has notes of spice and marmalade.,75cl,43%,None,None,None,None,Canadian Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/63549/forty-creek-copper-pot-reserve
538,Forty Creek Confederation Oak Reserve,£94.95,"Released to celebrate Canada’s 1867 Confederation, this whisky is finished in new Canadian oak for two years. Expect aromas of maple, raisin, fig and praline, with a full-bodied palate of buttercream, pepper and walnut. A delicious spicy whisky.",75cl,40%,None,None,None,None,Canadian Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/63547/forty-creek-confederation-oak-reserve
539,Glen Breton Ice 10 Year Old,£47.95,"A 10-year-old Canadian whisky from Glen Breton, Ice has been matured in casks from Jost Vineyards, Nova Scotia, that previously held its Ortega Icewine. The result is aromas of sticky toffee, pudding, ginger nut biscuits and lemongrass that fill the nose, complemented by notes of stem ginger, maple syrup, cappuccino, Applewood, nutmeg, peppery spice and hints of peat smoke.",70cl,40%,"['Ginger', 'Nutmeg', 'Honey ', 'Biscuits', 'Toffee', 'Coffee']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,Canadian Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/62523/glen-breton-ice-10-year-old
540,"Gooderham & Worts Little Trinity
17 Year Old",£57.95,"A limited edition Canadian whisky bottled to commemorate the generosity of the distillery's founder, William Gooderham, who built a church next to his distillery so that his employees didn't have to pay the 'pay to pray' fees charged by churches elsewhere.


Gooderham's church was called Little Trinity and, fittingly, this whisky is a blend of three grains: corn, rye and wheat. The result is blissful layers of flavour, which range from green apple, menthol and apricot to cinnamon, toffee, oak and juniper. Sinfully good.",75cl,45%,None,None,None,None,Canadian Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/66872/gooderham-worts-little-trinity-17-year-old
541,JP Wiser's 18 Year Old,£48.95,"An 18-year-old Canadian whisky from JP Wiser's that offers notes of autumn flowers, green apples, pine needles, caramel and oak spice throughout the palate.",70cl,40%,"['Apple', 'Oak', 'Caramel', 'Pine']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,Canadian Blended Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/63021/jp-wisers-18-year-old
542,"JP Wiser's 1998 Ex Libris Smaller Hero
22 Year Old",£210,"A 1998 JP Wiser's Canadian whisky from French bottler La Maison du Whisky, Smaller Hero was matured in seasoned oak for 22 years, before being bottled in 2021 as part of its Ex Libris series. Aromas of wood varnish, old books, heather honey, apricot stones, raspberry, salted caramel and prunes fill the nose, complemented by notes of cinnamon, freshly-grated ginger, coconut, coffee, liquorice, caramel, biscuits, rose petals, candied orange, pineapple and marzipan throughout the palate.",70cl,64.5%,"['Ginger', 'Rose', 'Orange ', 'Marzipan', 'Biscuits', 'Caramel']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,Canadian Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/65449/jp-wisers-1998-ex-libris-smaller-hero-22-year-old
543,"JP Wiser's Dissertation
Rare Cask Series",£48.95,"The next instalment in JP Wiser's limited release – and aptly-named – Rare Cask series. A rye-forward profile and a 46.1% ABV provide this whisky a thick, punchy profile full of sweet cereal flavours, rich toffee, plenty of oak spice and big clouds of airy vanilla floating overhead.",75cl,46.1%,None,None,None,None,Canadian Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/66866/jp-wisers-dissertation-rare-cask-series
544,JP Wiser's 10 Year Old Triple Barreled,£26.45,"A blend of 10-year-old Canadian whiskies made in three barrel types: new oak, ex-bourbon and Canadian rye whisky. Wiser's 10 Year Old Triple Barrel is smooth and full-bodied with notes of rye spice.",70cl,40%,None,None,None,None,Canadian Blended Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/63020/jp-wisers-10-year-old-triple-barreled
545,Lot 40 Rye,£38.95,"Another small-batch blend of fine rye whiskies distilled in a small copper pot still, this is a characterful, robust, smoky whisky with a pleasingly sweet palate.


Lot 40 is made at Hiram Walker Distillery in Canada, one of the largest spirits producers in North America.",70cl,43%,None,None,5,1,Canadian Rye Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/63557/lot-40-rye
546,"Pike Creek 10 Year Old
Rum Finish",£31.95,"Pike Creek is regarded by many as among the best Canadian whiskies on the market. Now available in the UK after many years' absence, this 10 year old is finished in rum barrels.",70cl,42%,None,None,5,1,Canadian Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/64168/pike-creek-10-year-old-rum-finish
547,Royal Canadian Small Batch,£52.95,"A small-batch blended Canadian whisky that offers aromas of green apples, apricots, banana splits and peppery grains that fill the nose. The palate holds notes of soft oak, maple syrup, peppery grains and tropical fruit that fade to vanilla sponge and honey lingering in the finish.",75cl,40%,"['Vanilla ', 'Black Pepper', 'Apricot', 'Banana', 'Honey ']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,Canadian Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/63550/royal-canadian-small-batch
548,Signal Hill Whisky,£32.25,"While Canadian whisky is often a showcase of different grains, Signal Hill focuses instead on casks. The distillery takes corn and malt spirit and ages them in three types of cask – ex-bourbon, ex-Canadian whisky and new oak. The three casks bring out different aspects of the whisky's character – vanilla and toffee notes, sweet grain and oaky spice respectively – creating a flavoursome and well-balanced whisky.",70cl,40%,None,None,None,None,Canadian Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/63056/signal-hill-whisky
549,Stalk & Barrel Red Blend Canadian Whisky,£29.95,"Described as 'the quintessential Canadian whisky' by GQ Magazine, this blend of aged single malt, aged rye and a touch of aged corn is a memorably full-bodied dram that's full of honey, granola, cacao, vanilla, cigar box and oak spice flavours. A worthy addition to your whisky cabinet.",75cl,43%,None,None,None,None,Canadian Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/66871/stalk-barrel-red-blend-canadian-whisky
550,Stalk & Barrel Blue Blend Canadian Whisky,£26.95,"From a micro-distillery just north of Toronto comes this rounded, creamy blend of single malt, rye and corn whiskies. A fantastic mix of vanilla, crème brûlée, spice and fruit flavours, which gets more rounded and creamier with water.",75cl,40%,None,None,None,None,Canadian Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/66870/stalk-barrel-blue-blend-canadian-whisky
551,Abasolo Mexican Corn Whisky,£39.95,"Made with 100% Mexican Cacahuazintle corn, Abasolo is a rich, complex Mexican corn whisky, matured in virgin oak casks. The palate offers notes of honey, black tea, vanilla, leather and roasted corn fill the palate.",70cl,43%,"['Vanilla ', 'Honey ', 'Leather', 'Dried tea']","['Body', 'Richness', 'Smoke', 'Sweetness']",4,2,"Mexican Corn Whiskey 
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/57851/abasolo-mexican-corn-whisky
552,"Aber Falls Whisky
2021 Release",£24.45,"The autumn 2021 release of Aber Falls single malt Welsh whisky is a fruity, spicy single malt from the first whisky distillery in North Wales in over 100 years. Aromas of vanilla, toffee, candied orange, fig, sultana and clove fill the nose, complemented by notes of sherry-soaked raisins, forest fruits, dried fruit, creamy malt, walnuts and dark chocolate throughout the palate.",70cl,40%,"['Vanilla ', 'Cinnamon', 'Sherry', 'Walnut', 'Malt', 'Dried Fruit']","['Body', 'Richness', 'Smoke', 'Sweetness']",4.5,3,"Single Malt Welsh Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/62541/aber-falls-whisky-2021-release
553,"The E&K 5 Year Old Malt Whisky
 Indian & Scotch Fusion",£150,"The E&K blended malt is a tribute to Victor Alexander Bruce, the 9th Earl of Elgin who became Viceroy of India in 1894. It was made in conjunction with independent bottlers Adelphi, whose Alex Bruce is the great-grandson of Victor Bruce.


This limited-edition whisky is a fusion of Scotch from Ardmore and Glenrothes, as well as malt from India's Amrut distillery. It has notes of tropical fruits, scented sandalwood, dark fruit, sweet smoke and Highland toffee, with a lingering and enjoyably complex finish.",70cl,57.8%,"['Nutmeg', 'Mango', 'Smoke', 'Milk Chocolate', 'Toffee']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,Blended Malt Scotch Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/42603/the-ek-5-year-old-malt-whisky-indian-scotch-fusion
554,Akashi Red,£30.45,"Akashi Red is made at the Eigashima (aka White Oak) distillery, which was founded in 1888. Produced by Akashi, this is a light and fruity whisky with notes of peach, almond and grape.",50cl,40%,None,None,4,1,World Blended Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/37326/akashi-red
555,Akashi Blended Whisky,£31.95,"A lesser-known whisky outside the local Japanese market, this version of Akashi is specially produced for the European market using a mixture of Japanese and foreign-made malt and grain whisky to produce a reasonably priced everyday blend.",50cl,40%,"['White Pepper', 'Apple', 'Grapefruit', 'Oak', 'Dried Fruit']","['Body', 'Richness', 'Smoke', 'Sweetness']",3.5,21,World Blended Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/16917/akashi-blended-whisky
556,Alpenglow 2015 Version Française,£105,"A 2015 Alpengow single malt from independent bottler La Maison du Whisky that was initially matured in an ex0oloroso sherry cask and finished in a Pineau des Charentes barrel, before being bottled in 2021 as part of its Version Française series. Aromas of fresh straw, peat smoke, liquorice, sea salt, toffee, walnut, milk chocolate, heather honey, raisins black pepper and coffee fill the nose, complemented by notes of quince, rich peat smoke, dark chocolate, pistachio, strawberry, malted barley, pine needles and lime blossom throughout the palate.",70cl,50%,"['Lime', 'Strawberry', 'Smoke', 'Honey ', 'Plums', 'Pine']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,French Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/65442/alpenglow-2015-version-francaise
557,Amaethon French Whisky,£52.95,"A French single malt from Amaethon that is made with French barley and has been matured for three years in oak casks. Aromas of malt, waffles, freshly-baked bread, honey, dried fruit, watermelon, green plum, gingerbread and cinnamon fill the nose, complemented by notes of dried fruit, oak spice, candied ginger, summer flowers, quince and banana throughout the palate.",70cl,45%,"['Ginger', 'Cinnamon', 'Honey ', 'Malt', 'Toast', 'Dried Fruit']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,French Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/65439/amaethon-french-whisky
558,Amahagan Yamazakura Wood Limited Edition,£79.95,"A fruity, floral blend of malts from the up-and-coming Nagahama distillery that has been finished in Yamazakura cherry wood casks. The palate offers notes of wild cherry blossom, sweet incense, orange peel and dark honey that linger in the finish.",70cl,47%,"['Orange ', 'Cherry', 'Honey ', 'Honeysuckle']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"World Blended Whisky
Nagahama",08/09/2022,https://www.thewhiskyexchange.com/p/60743/amahagan-yamazakura-wood-limited-edition
559,"Amahagan Edition No 3
Mizunara Finish",£98.95,"Amahagan World Malt Edition No.3 is a Japanese malt whisky from Nagahama distillery, that has been finished in Mizunara wood. Aromas of orchard fruits, juicy oranges, sweet caramel and fragrant oak fill the nose, complemented by notes of Terry's Chocolate Orange, dark chocolate and citrus throughout the palate.",70cl,47%,"['Orange ', 'Apple', 'Dark Chocolate', 'Milk Chocolate', 'Oak', 'Caramel']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"World Blended Whisky
Nagahama",08/09/2022,https://www.thewhiskyexchange.com/p/60742/amahagan-edition-no-3-mizunara-finish
560,"Amahagan Edition No 2
Red Wine Finish",£79.95,"The second release of Amahagan World Malt from Nagahama Distillery in Japan, Edition No.2 has been finished in ex-red wine casks. Aromas of sweet malt, digestive biscuits, raisins, plums, strawberries and raspberries fill the nose, complemented by notes of cranberries, toasted oak, cherries, cinnamon, black pepper and floral honey throughout the palate.",70cl,47%,"['Raisins ', 'Cherry', 'Honey ', 'Oak', 'Plums', 'Cranberry']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"World Blended Whisky
Nagahama",08/09/2022,https://www.thewhiskyexchange.com/p/60741/amahagan-edition-no-2-red-wine-finish
561,"Amahagan Edition No 1
Blended Malt Whisky",£74.95,"Amahagan World Malt Edition No.1 is the first release in a series of three world blended whiskies from Japan's Nagahama distillery. Aromas of milk chocolate, orange, vanilla and roast nuts fill the nose, complemented by notes of apple, honey, malt, clove-studded oranges and oaky vanilla.",70cl,47%,"['Vanilla ', 'Orange ', 'Apple', 'Milk Chocolate', 'Malt', 'Oak']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"World Blended Whisky
Nagahama",08/09/2022,https://www.thewhiskyexchange.com/p/60740/amahagan-edition-no-1-blended-malt-whisky
562,Amrut Fusion,£59.25,"Amrut Fusion gets its name from the fact that it uses two barleys: Indian and Scottish - with the latter being peated for good measure. Fusion has been picking up awards ever since it first appeared in 2009, and in 2012 was named the best whisky for a Rob Roy in the Ultimate Cocktail Challenge in New York.

Tasting Notes (1)",70cl,50%,"['Vanilla ', 'Black Pepper', 'Cinnamon', 'Orange ', 'Peach', 'Mango']","['Body', 'Richness', 'Smoke', 'Sweetness']",5,75,Indian Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/10259/amrut-fusion
563,Amrut Spectrum 004,£165,"The September 2021-bottling of Amrut Spectrum 004 was initially matured in ex-bourbon barrels before being aged in specially-made casks, formed of staves of virgin American oak, virgin French oak, oloroso and Pedro Ximenez sherry casks. Aromas of dried fruit, Christmas pudding, coconut cream, vanilla, toffee and sandalwood fill the nose, complemented by notes of blackberry jam, soft spice, vanilla sponge, sultanas, cream, aromatic oak and a hint of smoke throughout the palate.",70cl,50%,"['Vanilla ', 'Black Pepper', 'Coconut', 'Cream', 'Toffee', 'Dried Fruit']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,Indian Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/64708/amrut-spectrum-004
564,"Amrut Single Malt
(46%)",£47.95,"Amrut's flagship Indian single malt, showing their signature character of spice, fruit and honey. Bottled at 46%, it has the depth of flavour needed to properly showcase the distillery. The original Indian single malt and, dare we say it, maybe the best?",70cl,46%,None,None,4.5,20,Indian Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/9372/amrut-single-malt-46
565,Amrut Peated Cask Strength,£84.95,"From Amrut distillery, founded in 1948, just one year after Indian independence, this is a stormingly hot and spicy whisky, peated and bottled at a punchy cask strength of 62.8%.

Tasting Notes (2)",70cl,62.8%,"['Black Pepper', 'Raisins ', 'Lime', 'Smoke', 'Oak']",None,5,2,Indian Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/12046/amrut-peated-cask-strength
566,Amrut Neidhal,£98.95,"The first release in Amrut's Single Malts of India series – a collection that showcases the hidden gem malts of India – Neidhal is a peated single malt from an undisclosed coastal distillery. Aromas of tropical fruits, vanilla, sea salt and soft phenols fill the nose, complemented by notes of fruit cocktail, vanilla, iodine, phenols and sea salt throughout the palate.",70cl,46%,"['Vanilla ', 'Orange ', 'Banana', 'kiwi', 'Salt (powder)', 'Iodine (tcp)']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,Indian Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/64707/amrut-neidhal
567,Amrut Naarangi,£130,"Naarangi is an innovative release from India's Amrut. The name is Hindi for 'orange' and the whisky was aged in an ex-oloroso-sherry cask, which was then seasoned with wine and orange peel for three years. A three-year-old whisky was then finished in the cask for a further three years, producing a whisky with extra orangey notes.",70cl,50%,None,None,5,1,"Indian Single Malt Whisky
Distillery Bottling",08/09/2022,https://www.thewhiskyexchange.com/p/28637/amrut-naarangi
568,"Amrut Peated Port Pipe 2013
6 Year Old",£199,"A single cask Indian single malt from Amrut that was matured in a single Port Pipe until it was bottled in August 2020. Aromas of oak and wood smoke, vanilla, white pepper and freshly-cut hay fill the nose, complemented by notes of orchard fruits, cracked pepper, honey, ashes, earthy smoke, damp leaves and cut grass throughout the palate.",70cl,60%,"['Vanilla ', 'Leaves', 'Earth', 'Black Pepper', 'Smoke', 'Honey ']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,Single Malt Indian Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/61152/amrut-peated-port-pipe-2013-6-year-old
569,Amrut Fusion X,£330,"Created in tribute to Amrut's late Chairman Neelakanta Rao Jagdaleand, Fusion X was also released to celebrate the 10th anniversary of Amrut Fusion Indian single malt. Initially matured in virgin oak and ex-bourbon casks, it was finished in Pedro Ximenez sherry casks, creating aromas of tropical fruits, salted caramel ice cream, almonds and vanilla that fill the nose. The palate offers notes of sweet oranges, pineapple, mango, dried fruit, vanilla ice cream, toffee and oak, with hints of peat smoke lingering in the finish.",70cl,50%,"['Vanilla ', 'Pineapple', 'Mango', 'Cream', 'Toffee', 'Dried Fruit']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,None,08/09/2022,https://www.thewhiskyexchange.com/p/60540/amrut-fusion-x
570,Amrut Triparva,£145,"Triparva is a limited-edition Indian single malt from Amrut, Triparva is a triple-distilled single malt that has aromas of salted caramel, coconut, vanilla, peach and sweet orange on the nose. The palate offers notes of vanilla custard, peach, melons, cream, orange and honey.",70cl,50%,None,None,None,None,Indian Single Malt Whisky,08/09/2022,https://www.thewhiskyexchange.com/p/56545/amrut-triparva
571,"Amrut Greedy Angels 10 Year Old
Peated Rum Finish",£800,"A rich, smoky Indian single malt whisky from Amrut's Greedy Angels series, matured for 10 years and finished in an ex-rum cask, before being bottled in October 2019. Woody aromas mingle with smoky peat, sweet spice and marmalade on the nose, developing into sour cherry, cocoa and sweet vanilla. The palate offers notes of butterscotch, candied citrus fruit and tropical fruits, followed by camphor, soft smoke and rum-soaked raisins.",70cl,57.1%,"['Raisins ', 'Orange ', 'Rum', 'Smoke', 'Dark Chocolate', 'Butterscotch']","['Body', 'Richness', 'Smoke', 'Sweetness']",None,None,"Single Malt Whisky
Amrut Distilleries",08/09/2022,https://www.thewhiskyexchange.com/p/53358/amrut-greedy-angels-10-year-old-peated-rum-finish
